startup_name,startup_oneliner,startup_desc,year_founded,origin_country,startup_url,industry_1,industry_2,industry_3,industry_4,industry_5
Water House Beverages,Introduce innovative beverages product ,Water House is a FMCG startup company that focusing in introducing the next gen of beverages category which call Liquid Water Enhancer (LWE). Our 50ml pocket size LWE brand as H2GO which can be use together with H20 (water). This LWE will disturb cordial and sachet powder industry. ,2017,Malaysia,https://www.facebook.com/myh2go,Chemicals,null,null,null,null
Youth Livelihood and Development Center Kuala Lumpur,"Provide a holistic, accredited education which enables  real options beyond bare survival to marginalized Asian  youth between 16-35 years old. ","We aim to enable social mobility for marginalised Asian youth through a holistic education which combines life skills, entrepreneurial knowledge and project implementation.",2017,Malaysia,https://www.billionacts.org,Education,null,null,null,null
ZeroWasteLab,Online Marketplace for Zero Waste Product,ZeroWasteLAB is a training & consultancy platform for manufacturers to reduce their commercial waste and increase efficiency of the manufacturing process. ,2018,Malaysia,https://www.facebook.com/zerowasteL/,Food & Beverages,null,null,null,null
Cape,null,Airline booking app for standby tickets,2016,Philippines,http://mycape.io,Logistic & Transportation,null,null,null,null
FoodAngelz,null,A social enterprise that helps reduce food wastage by connecting retailers and restaurants to the needy,null,Malaysia,http://foodangelz.com,Food & Beverages,null,null,null,null
Got Car,null,"â€œGot Car enables prospective car buyers to connect with real car owners and buy through them, rather than visiting showrooms or dealing with sales advisorsâ€",2017,Malaysia,null,Logistic & Transportation,null,null,null,null
Home-Medic,null,Get treatment from the comfort of your home with minimal fees,null,Malaysia,null,"Medical, Health & Wellness",null,null,null,null
iHias,null,Augmented reality furniture marketplace,2017,Malaysia,https://youtu.be/i4ui1yJ-ZkU,E-Commerce,null,null,null,null
Quickie,null,An app that able people to send and receive payments,null,Malaysia,null,Finance,null,null,null,null
Rent-Bay,null,An online marketplace where users can rent-out or rent-in their belongings.,null,Malaysia,https://www.rentbay.co,Real Estate,null,null,null,null
Rentje,null,Mobile-focused rental marketplace,2016,Malaysia,http://rentje.com,E-Commerce,null,null,null,null
Saloma,null,Online marketplace where consumers can directly access fresh local produce from urban micro-farms and peri-urban plots,null,Malaysia,null,Food & Beverages,null,null,null,null
SporstLover,null,A mobile application for sports players to search and book sports venue at anytime and from anywhere.,2017,Viet Nam,null,Sports & Recreation,null,null,null,null
Taptopick,null,"mobile laundry application, offers on-demand laundry service that enables you to finish your laundry chore in just a few taps away",null,Indonesia,http://taptopick.co,E-Commerce,null,null,null,null
Timba,null,Community makerspace working to collaborate craftsman and designer to improve traditional product,null,Indonesia,http://www.kitatimba.com,Education,null,null,null,null
WarantyZen,null,Next generation warranty solution empowered both consumer and business with actionable insights on B2B and B2C ecosystem.,null,Malaysia,null,Logistic & Transportation,null,null,null,null
AskSifu,null,"I want to create a 24*7 on demand mobile service app, AskSifu that helps to seamlessly connecting customer to local service providers (or what i call it as ""Sifu""""). Customers can anytime and anywhere find nearby trusted service experts in home services",2018,Malaysia,https://youtu.be/GxivnngxsCI,Consulting & Services,null,null,null,null
BAWA Cane,null,"BAWA Cane is an IoT device capable of connecting to mobile phones and wearable devices clipped onto existing white cane to help visually impaired detect obstacles with sensors and by means of big data analytics, and beeps pretty much like car reverse sensors when obstacles are in the way. https://youtu.be/izy-WyQEnnw",2017,Malaysia,http:// https://www.bawa.tech/,Information & Communication ,"Medical, Health & Wellness",null,null,null
Canard Restaurant,null,Robotic is the future in fast food,2017,Malaysia,https://youtu.be/GxivnngxsCI,Food & Beverages,null,null,null,null
Food Hero Kuching,Food Hero is a one-stop online homemade food marketplace with delivery service.,Food Hero is a one-stop online homemade food marketplace with delivery service.,2017,Malaysia,https://www.facebook.com/groups/FoodHeroKuching/,Food & Beverages,null,null,null,null
LOCAL LAH?,null,"My idea is to create a platform for travelers to authentically experience local culture while travelling. It works by having local people offering to host a travelers at their very own house that they are currently staying. Then the host can come up with series of activity that they can do with their guest such as fishing, picnic or others. Local people can earn by putting reasonable price from services they provide which is by providing a place to stay and also from the activity they organized and the traveler can get the experience like they never did before.",2018,Malaysia,https://youtu.be/EQQ4ejrBge4,Travel & Tourism,null,null,null,null
Majoh!, for Malaysians to experience the diverse food truck delicacy,"Majoh! is an app that is going to cater to the ever-growing foodtruck industry in our country. Be it owners or customers, Majoh will be the go to platform for Malaysians to experience the diverse food truck delicacy, while providing a rich customer experience through our features such as GPS tracking, newsfeed, loyalty programs and events lookout.

https://youtu.be/75lJbLEZErk",2017,Malaysia,https://youtu.be/75lJbLEZErk,Food & Beverages,null,null,null,null
Menur Official,null,Providing Luxury taste of printed fabric that apply in modern style of scarves for all fashion enthusiast.,2018,Malaysia,https://youtu.be/WgJrrQ2Vyn0,Lifestyle & Fashion,null,null,null,null
Sibu Chat,null,Social Influence meets brands experience and user experience,2018,Malaysia,https://youtu.be/RwJddyDvNvM,Consulting & Services,null,null,null,null
Synapse,null,Hackweekend Winner - SCaT Fair 2018,2018,Malaysia,http://stampedesolution.com/,Information & Communication ,null,null,null,null
Team Rocket,null,Hackweekend Winner - SCaT Fair 2018,2018,Malaysia,null,Education,null,null,null,null
teech,null,"Providing a platform where everyone can find a teacher in any subject, and giving  the chance to pass knowledge down while earning money",2018,Malaysia,https://youtu.be/RJUaFqVpl1Y,Education,null,null,null,null
Thirst Milkshake,null,Thirst offer premium and healthy fruit-based milkshake and smoothies. What is special about Thirst is that all our drinks are made only with the freshest ingredients. The secret behind the refreshing taste of Thirst's milkshakes is the use of fruit puree and natural syrup. We never use any artificial powder flavouring in our beverages! At the same time we offer great value to our customers as our drinks are affordably priced compared to other product in the market.,2018,Malaysia,https://youtu.be/YGEvdYfnwZo,Food & Beverages,null,null,null,null
Traver Technologies,null,"Our solution is to solve problems in getting reliable & convenient rides for inter-city or long distance travel. Our web and mobile app solution will enable users to search for the route that they wish to travel, compare quotes listing from transport providers (mainly travel agencies & limo operators) & allow them to pay online. After completing their rides, users will be able to rate the providers. To gain loyalty, TraverMiles and discounts will be given. Starting local users, with all the travel providers and travelers converging to Traver, the platform can be scalable to other countries",2018,Malaysia,https://www.youtube.com/watch?v=sjFZMzdzfsk,Travel & Tourism,null,null,null,null
TRIBE,null,"TRIBE, An infrastructure to connect Sarawak's Rural Tourism to Global Marketplaces through Community Alliances and Digital Synergy",2017,Malaysia,https://youtu.be/7hXPXPqQsC0,"Event, Marketing, Advertising",null,null,null,null
TrifoldX,null,"Education today is moving towards digital learning technology. EduHolo, is a Microsoft HoloLens application aim to help move forward our local education toward digitalization. It provides highly interactive digital educational contents to assist and enhance the teaching and learning in schools and higher institutions.",2018,Malaysia,http://trifold.biz/,Education,null,null,null,null
Wasgud,null,"A centralised marketing platform for small local businesses to revamp their business revenue stream and to aid people to get the best value for items or services they want to buy. This application will also integrate with SarawakPay to make it easier for the customer to buy goods instantly, the apps will deduct commissions from the seller instead of the buyer. This will allow small local businesses to be able to market their product at a low cost and helps people to make wise decisions",2018,Malaysia,https://www.youtube.com/watch?v=8uW679cM4IQ&feature=youtu.be,"Event, Marketing, Advertising",null,null,null,null
Wi-MSS,null,"Digitalizing home appliances with smart plugs is common in the current market, but the existing smart plugs are wifi-controlled devices from smart phone without harvesting human behavior for power saving purpose. Therefore, WiFi enabled Modular Sensing System (Wi-MSS) is aimed to incorporate sensors to detect human behavior for power consumption analysis. It allows user customization on external sensors for human behavior detection and subsequently analyze human behavior using machine learning approach for power saving automation and home appliances health monitoring. The implementation of Wi-MSS can be applied to not only in residential area but also the commercial buildings in Sarawak.",2018,Malaysia,https://youtu.be/Q3sWFPr3W0k,"Event, Marketing, Advertising",null,null,null,null
You know us,null,Hackweekend Winner - SCaT Fair 2018,2018,Malaysia,null,Information & Communication ,null,null,null,null
Batik Treatment System,developed a method to reuse the sludge and convert it into a zeolite type adsorbent.,"A major challenge related to the batik industry is the discharge of wastewater produced during the
soaking, boiling, and rinsing steps without proper treatment and this problem involves large
volumes of water and chemicals such as waxes, dyes, and fixing agents like silicate, resulting in a
high pH, chemical oxygen demand, total suspended solids, and heavy metals. We",2018,Malaysia,http://cce_@live.com,Biotechnology,null,null,null,null
Biohythane from Industrial Effluent,reducing the pollution level of organic industrial wastewater using a biological system,"Hydrogen and methane are widely used in chemical
and process industries. When combined at a specifc range of concentrations, the hydrogen-
methane blend known as hythane (biohythane) is a cleaner fuel compared to Compressed Natural
Gas (CNG), with less emission of greenhouse gasses.",2018,Malaysia,null,Chemicals,null,null,null,null
DRAINERGY,Drainergy is a renewable energy solution provider.,"Haversting water flow energy from high rise
building pipes system or large drainage system by using hydrokinetic technology. It's applicable in
urban or rural area. Provide alternative green technology for smart city or rural area electricity
supply.",2017,Malaysia,null,Biotechnology,null,null,null,null
Freceipts,saving the environment.,"Our technology prevents paper receipts from printing out and instead sent a copy directly to userâ€™s
mobile phone and saved a copy to the clouds using blockchain. This gives user full control over
their privacy, data and security as well as saving the environment.",2018,Malaysia,http://www.freceipts.com/,Environment,null,null,null,null
FrondPlus,"Love earth, use us","Previously known as Grenohware, we turn agricultural waste (oil palm fronds) into 100% compostable cutlery and food packaging to replace current commercial single-use plastic cutlery and food packaging to reduce plastic pollution
to our environment.",2018,Malaysia,http://www.grenohware.com/,Environment,null,null,null,null
Greenomic Tech,Small Act Big Impact!,"arth is the only place for us to live, and itâ€™s just 
a matter of time before the Earth becomes 
uninhabitable if we never act now!",2018,Malaysia,http://www.greenomictech.com/,Environment,null,null,null,null
Naturacem,does custom formulations for Green Cement,"Substituting materials such as Fly Ash & GGBFS into Cement/Concrete is not new technology, but
at Naturacem we believe our process is superior compared to the competition, as outlined in our
attached draft summary.",2018,Malaysia,https://www.lccf.my/author/naturacem/,Biotechnology,null,null,null,null
Projek30,reduce the production of food waste.,We are optimizing the food preparation for restaurants by understanding their diners behaviors and demands thus reducing the food waste production at the end of the day. ,2018,Malaysia,http://www.projek30.co/,Food & Beverages,null,null,null,null
Safari Gas,Composite LPG that can save the world,"Safari Gas is a brand new LPG Cylinder that use fiber glass as building material which currently we
are using metal. Outer casing made with recyclable material that will give hope to our mother earth!",2018,Malaysia,http://www.safaritechs.com/,Environment,null,null,null,null
Senslar Tech,renewable energy to create ,Implementation of automation and robotics technology in renewable energy to create a better future in energy industries,2018,Malaysia,https://www.senslar.com/,Energy,null,null,null,null
Solar Energy plus Blockchain,DUOMINGO PLT,"There are plenty of housing roofs, shop lot roofs, factory roofs, that are available for installation of
solar PV systems. Each of the building property needs power supply, the surplus of roof spaces
and energy demand are there.",2018,Malaysia,https://climatelaunchpad.org/wp-content/uploads/gravity_forms/18-7b1de5b6d0725f3e66aa1485bcc97376/2018/07/Solar-Energy-plus-Blockchian-Concept.pdf,Environment,null,null,null,null
VictoryFarm,in Rooftop Vertical Urban Farming.,"The farm minimizes horizontal space usage but optimize vertical space.
With using only 432sqft of floor area the farm can produce 6912 heads of plants by utilizing the
vertical space.",2017,Malaysia,https://nehemiahproject.org/business-directory/victory-farm-rooftop/,Agriculture,null,null,null,null
Baradari: A House of Arts and Crafts,"We create modern Islamic wall art, where we blend handwritten calligraphy with digital coloring and enhancements, and then we print it on canvas or paper.","We, at Baradari, believe that no software can compete with the mastery of a traditional calligrapher.",null,India,http://www.baradariarts.com,null,null,null,null,null
Berry Bar Beauty,Human-centred and high quality natural skincare products that are affordable and halal,"Berry Bar Beauty is an all natural skincare infused with the power of Superfruit ARONIA BERRY, containing amongst the highest antioxidant. Our products are packaged in recyclable glass, halal, cruelty-free and suitable for daily use for all skin types!",2018,Malaysia,http://berrybarbeauty.com,"Medical, Health & Wellness",null,null,null,null
Binsho,The smart way of production!,"We innovate & automate the future for a better life. We create solutions in easing consumer and business lifestyle by automating certain processes that usually take time, resources and capacity. By utilising key preferences, our system is able to predict and carry out actions to make processing orders, taking inventory or keeping track of individual items within the personal or business space effortlessly.",null,Malaysia,https://binshosolutions.com/,null,null,null,null,null
Bondahaven,Luxury Maternity Day Spa,to guide and slide you comfortably through those challenging paradigm shifts as you gradually embrace this new role that will change your life forever.,2018,Malaysia,http://www.bondahaven.com,Lifestyle & Fashion,null,null,null,null
Check It Out Worldwide,null,"We innovate & automate the future for a better life. We create solutions in easing consumer and business lifestyle by automating certain processes that usually take time, resources and capacity. By utilising key preferences, our system is able to predict and carry out actions to make processing orders, taking inventory or keeping track of individual items within the personal or business space effortlessly.",null,Malaysia,http://www.checkitoutworldwide.co,Information & Communication ,Logistic & Transportation,null,null,null
Donkey Stock,null,"Donkey Stock is an Investment work station for investors, analysts and business decision makers. We deliver industry insights catered to Malaysia investment market",2017,Malaysia,https://www.donkeystock.biz/,Consulting & Services,null,null,null,null
Eva,"Organic cotton pads, liners, and tampons in customized assortments delivered to your door.",null,2018,Malaysia,http://evaboxes.com,null,null,null,null,null
Floodsensed,DIY IoT Flood Monitoring System with Alerts via Social Media (with images),"DIY IoT Flood monitoring system with social media alerts such as Facebook, Telegram , Line chat app , slack channels apart from SMS, voice calls and map visualization alert mobile apps. The flood device will be housed in advertising boards which is a brand new idea.",2018,Malaysia,http://www.floodsensed.com,null,null,null,null,null
Fulleaf Tea Store,Malaysia Artisan Taste Online Tea Store. A totally brand new taste that you have not experienced before,"Fulleaf offers a type of selection of fresh tea across Green to Herbs tea collection. Our feature is all fresh tea with Pack on Demand, selection over the different country direct from the farmer.",null,Malaysia,https://www.fulleaftea.store/,null,null,null,null,null
HAWA,"Natural, minimal, unisex clothing line that is sustainably sourced and ethically produced whilst empowering underprivileged women in Brunei.","Miqaela fully owned by Simfoni Humaira Resources, operation based in Shah Alam, Selangor.",2018,Malaysia,https://miqaela.com.my/,Lifestyle & Fashion,null,null,null,null
Homa2u,Homa Sdn Bhd is an O2O marketplace to help construction & renovation user to find wide range of Building Material & Home Finishes Product with the key focus of Overstock Inventories.,Homa is an O2O Overstock community platform for home and renovation.,null,Malaysia,http://www.homa2u.com,null,null,null,null,null
KUEEN,"Affordable bespoke suits for women of all shapes, sizes, and preference",null,null,Malaysia,null,null,null,null,null,null
MAGIC RULER,Express Sewing Ruler,"Dengan kos pembelajaran diluar sana yang agak mahal, Express Sewing Ruler dapat mengurangkan kos serta menjimatkan masa. Penggunaan produk ini dapat diolah menghasilkan berbagai fesyen baju yang dikehendaki tanpa perlu mengeluarkan kos yang banyak serta tanpa perlu membuang masa.",2018,Malaysia,http://www.magicruler.my,null,null,null,null,null
Medicart,B2B online platform for wholesale pharmaceutical products,Connecting clinics to the right suppliers,2018,Malaysia,https://www.medicart.asia/,E-Commerce,null,null,null,null
MikahsiQ,Interchangeable fine jewelry collection,"This company takes pride in creating self-defining fine jewelleries. Our pieces does not only accentuate your clothings but personality and mood, too! The versatility of our interchangeable jewelry line will blow your mind.",2018,Malaysia,http://www.mikahsiq.com,Lifestyle & Fashion,null,null,null,null
Nature Renascent,"Making environment better without need to cut the trees for making paper and threads while increasing income for farmers, housewife, and disable communities. "," Nature Renascent (NR) comes up with the innovative way to transform these wastes into functional products that are environmentally friendly. NR provides natural-based products ranging from paper, garments, and cutlers. Beside that NR also offers services which advocate education and tourism industry",2018,Malaysia,http://www.pal-my.com,Art & Craft,null,null,null,null
NIQA,"Liquid detergent exclusivly for Hijab that can remove foundation and sweat stain with a simple step of just Soak, Rinse and Dry.","Removes foundation and sweat stain with a simple step of just Soak, Rinse and Dry.  The formula contains perfume extract and softening agent to ease ironing. Cleaning will no longer be a struggle and save precious time.",2018,Malaysia,http://www.niqa.com.my,Lifestyle & Fashion,null,null,null,null
Nommi,Nommi is a router for travellers,"A unique product with compact design and weight, that do not feel in hand, and allow to fit him anywhere, for example: in a folder with documents and take up minimal space in your already packed suitcase.",2018,Malaysia,http://www.nommi.net,Travel & Tourism,null,null,null,null
Otel2go.com,Property Management System,"Otel2go transforms your travel into a memorable experience, that you will cherish for your lifetime. 
Experience a wider range of hotels at the best deals with us.",2018,Malaysia,http://www.otel2go.com,Travel & Tourism,null,null,null,null
Park&pay,null,Online parking payment and meter,null,Sri Lanka,http://parknpayapp.com/,null,null,null,null,null
Pi Collector,Pi Collector - reducing healthcare costs by mechanisation and automation of liquid human waste collection and disposal,"he most over-looked of functions in any hospital, anywhere in the world. But it is also one of the most important daily functions in any hospital ward.",2018,Malaysia,http://www.picollector.com,"Medical, Health & Wellness",null,null,null,null
Rhymba Hills Tea,"To supply 100% Malaysian Herbal Infusion that is aromatic, natural, sugar free and caffeine free for the  local and export market.","To supply 100% natural Malaysian herbal tea to the world, and embed in the mind of tea drinkers globally that Malaysia has quality tea to offer and to create awareness that tea without sugar and caffeine can be tasty!",2018,Malaysia,http://www.RhymbaHillsTea.com,Food & Beverages,null,null,null,null
SecukupRasa,"A grocery delivery service that delivers fresh, pre-portioned, well-prepped ingredients to make home cooking easy for you while eliminating food wastage",null,null,Malaysia,null,null,null,null,null,null
The Kettlebowl,"We would like to develop LOW CALORIE Ice Cream in Malaysia - all the pleasure, none of the guilt!",he Kettlebowl Granolas are lovingly handcrafted in small batches every weekend to ensure optimum freshness. Our recipes were developed by a pair of fitness enthusiasts so you can be reassured that the ingredients used are wholesome and free of preservatives. ,2018,Malaysia,http://www.thekettlebowl.com,Food & Beverages,null,null,null,null
TIDFIT,Protein is essential to every single bodyâ€™s health ,"A Good-Tasting Snack Food Made with Nutritious Wholesome Ingredients for Sustained Energy to People for A Joyous Well-Fed Day
",2018,Malaysia,http://www.tidfit.com,Food & Beverages,null,null,null,null
Travelight,Travelight transports luggage from hotel to airport so that travellers can enjoy their last day of vacation without being tied down by luggages!," a team of avid travelers who understand the hassle of having to drag your luggage all
around the city or spending your precious time having to go back to hotel to collect it.",2018,Malaysia,http://www.travelight.co,Education,null,null,null,null
Urban Art Central,Enabling the creation of public art everywhere.,We craft art-based campaigns for organizations.,null,Malaysia,"http://No, but here are some of our FB pages: http://bit.ly/FBurbanArt  , http://bit.ly/FBSchools",null,null,null,null,null
ATM Cafe,Catering services,To provide catering service to Tesco Malaysia and its stores via CafÃ© and Canteen Operators. Base of operations will be at selected stores and logistic centres namely in Tesco Selayang and Klang valley region. Each CafÃ© / Canteen will be equipped with proper kitchen and trained cooks.,null,Malaysia,null,null,null,null,null,null
AWF,null,To provide catering service to Tesco Malaysia and its stores via CafÃ© and Canteen Operators. Base of operations will be at selected stores and logistic centres namely in Tesco Selayang and Klang valley region. Each CafÃ© / Canteen will be equipped with proper kitchen and trained cooks.,null,Malaysia,null,null,null,null,null,null
DMT,null,"Discover Muaythai is a Sports Social Business that aims to empower at-risk and underprivileged Malaysian youth by improving their socio-economic and self-development through values of Muaythai such as Discipline, Respect, and Honour.
",null,Malaysia,http://diamondmuaythai.com/,null,null,null,null,null
Joe's Barber,null,"Joeâ€™s Barber Shop, established in 2000, is a business entity specialising in haircut services. Besides hair salon, the business also selling hair product such as â€œPomadeâ€ for hair care. To date, the business operates 3 outlets in Langkawi with 5 staff per each outlets. To scale the operations, the business plans to add one outlet in Kuah, Langkawi.",2000,Malaysia,http://joes47500.com/,null,null,null,null,null
MYFIZRO DUIT SDN BHD,"We are a producer and distributor of nostalgia, an oldskool product of yesteryear that is beloved by all","Our journey is to establish Aiskrim Malaysia as one of our National Identity, alleviating the product and subsequently the industry to become a primary income of Malaysians. ",null,Malaysia,http://www.myfizro.com.my,Food & Beverages,null,null,null,null
Rich Girl,Manufacturing powder based ice cream. ,"Liyana Sweetland Resources, established in 2016, is a business entity, sole proprietorship specialising in manufacturing powder based ice cream.Liyana Sweetland is selling its products under the brand name Rich Girl. The business operates 3 outlets in Serambi Teruntum (Kuantan, Pahang) as well as mobile outlet (caravan). To scale the operations the business plans to facilitate microfranchising through creating outlets in universities and also mobile units.",2016,Malaysia,null,null,null,null,null,null
SR Tourism,null,"SR Tourism Management Consultants Sdn Bhd also known as â€˜Kampungstay Desa Murniâ€™, registered in 30 June 2004 is a business entity specialising in domestic and international tourism. Their main attractions are homestay accommodation, meals, transportation, tourist guides, rental of program sites such as seminars, courses, family day packages and provides 'inbound' and 'outbound' program tours / tours for domestic and foreign tourists.. They are currently based in Temerloh, Pahang.",2004,Malaysia,null,Travel & Tourism,null,null,null,null
Walter Barber,null,"Enabling the work of the barbershop is based on an educational institute, Walter Academy that trains youth that are struggling, academically in 2 months to become a professional stylist in Walter Barber.",null,Malaysia,https://walterbarbershop.com/,null,null,null,null,null
Yuhaso ,Car wash and auto detailing services.,"Yuhaso Enterprise Car Wash is an enterprise established in 2010, providing car wash service and auto detailing services.",2010,Malaysia,null,null,null,null,null,null
DID MY Academy Sdn Bhd (Formerly known as Dialogue In The Dark Sdn Bhd),DID MY Academy Sdn Bhd (Formerly known as Dialogue in the Dark Sdn Bhd) sparks thoughts that dissolve old mindsets and allow access to new people and a new world.,"Our goal is to raise awareness and create tolerance for â€œothernessâ€ in the general public, thereby overcoming barriers between â€œusâ€ and â€œthemâ€.We create jobs for disadvantaged people by turning deficits into potentials and thereby strengthen the self-esteem of individuals who are typically under-valued. We believe that accomplishing our mission will lead to sustainable and significant improvement of marginalized peopleâ€™s situations throughout the world. To achieve our goal we operate exhibitions as well as business workshops and events.

Dialogue in the Dark sparks thoughts that dissolve old mindsets and allow access to new people and a new world. You begin to question your assumptions as you experience your limits. Meeting ambassadors of a little-known subculture initiates a dialogue, which endures beyond your time inside the exhibition. Dialogue in the Dark consistently appeals to a wide audience while creating jobs for disabled people.",null,Malaysia,http://did.my/web/,null,null,null,null,null
Discover Muaythai,Malaysia's Top Social Business in Sports,"Discover Muaythai, or DMT is a Social Business initiative which provides underprivileged and at-risk youths the opportunity to lead a life of dignity and independence by developing character and positive values through Muaythai.

Selected youth from marginalised backgrounds undergo an intensive 4-month development programme where they learn fundamental values in life such as discipline, respect, self-confidence, resilience, leadership and care. This is followed by opportunities to pursue meaningful careers in the sports and health sector.

While developing both hard and soft skills in partnership with Dragon Muaythai Malaysia, a prestigious Muaythai outfit and gym, we target to directly impact 120 young people over the next 2 years. ",2015,Malaysia,https://www.facebook.com/dmtmalaysia,null,null,null,null,null
Drop&Wash,Laundry Made Easy Just For You,Drop & Wash utilizes LagoonÂ® an Electrolux  process Approved by The Woolmark Company ~ a new eco-friendly alternative to traditional dry cleaning systems. It is a water-based ecological wet cleaning technology that uses no toxic chemicals.,2008,Malaysia,http://www.dropandwash.com ,null,null,null,null,null
Earth Heir,"EARTH HEIRÂ® works with over 100 artisans from womenâ€™s cooperatives, indigenous tribes and refugee groups, across six states of Malaysia.By combining traditional artisanal skills with modern, co...","Earth Heir is an award-winning social enterprise.  We began with an appreciation for craftspeople. These artists spend a lifetime honing and perfecting their skills to create their finest art pieces.  We work hand-in-hand with master artisans, the underprivileged and disadvantaged persons to create a collection of exquisitely handcrafted pieces from around the world.

Luxury, style, design and fashion forged in an ethical manner.",2013,Malaysia,http://www.earthheir.com,Lifestyle & Fashion,null,null,null,null
Epic Home,We hope to encourage and improve the relationships amongst the neighbouring community while it also allows for potential acquisition of new skills and connection through building with and meeting folk,null,2010,null,http://epichome.org/,null,null,null,null,null
Joesbarbershoplangkawi,Gentleman Shave & Cut,null,2015,null,https://www.facebook.com/pages/Joes-Barber-Shop/1571421569798855,null,null,null,null,null
Komuniti Tukang Jahit - by KTJ Culture Venture,"KTJ empowers underprivileged women by providing sewing orders of premium corporate gifts, through the training provided by KTJ. Enabling them to earn a side income from the comfort of their own home.","KTJ is a community consisting of  single ladies, single moms, stay-at-home moms and under privileged women. KTJ aims to empower them with sewing skills & providing them sewing orders to allow them to earn an income through sewing.

After the experience of working with home-based tailors for about 2 years, we noticed that there is an issue that has yet to be solved. Women in the targeted group are unable to commit to a full-time employment because they are fully committed to taking care of the home and the children. However, some of them already possess the sewing skills & even own their own sewing machines. 

KTJ is established to provide guidance, sewing skills and knowledge and by linking sewing orders to the targeted group - so that they would be able to work flexibly and commit to orders that they are capable of - while working from home and taking care of their children

KTJ is targeting to help the community in-need because, we believe in giving back to the community by creating jobs and offering a steady source of income.",2018,Malaysia,http://www.ktjmalaysia.com,Art & Craft,Social,null,null,null
Me.reka ,Me.reka is an open-source education platform that advocates for learning outside the traditional classroom paired with unconventional fun! ,"Me.reka is an open-source education platform that advocates for learning outside the traditional classroom paired with unconventional fun! At Me.reka, anyone can come together to share ideas, pick up new skills, and make things.
Me.reka is an innovative and alternative education space. By removing all barriers to designing and making, we teach students and professionals to excel in the industries and businesses that will shape the future of Malaysia.

Me.reka provides access to tools, technology and experts. Using highly collaborative and immersive methods, we sharpen the skills that students and professionals need to flourish in our rapidly changing world. All of us must learn to adapt to evolving industries; all of us must play our part in solving complex and global problems.

The ecosystem at Me.reka brings together students, professionals, communities and makers, and connects them to real projects and income-generating opportunities. Together, we build sustainable solutions and realise our potential.",2017,Malaysia,https://mereka.my/,Art & Craft,Consulting & Services,Education,Entertainment,"Event, Marketing, Advertising"
mymedikal healthcare sdn bhd,null,"Mymedikal Healthcare is a professional healthcare providers to treat patients with curative,preventive&rehabilitative care through innovative&creative way to enhances quality of healthcare status for people&community",null,Malaysia,null,null,null,null,null,null
Nazkids Enterprise,null,null,2016,Malaysia,http://www.mynazkids.com,null,null,null,null,null
Persatuan Literasi Anak Malaysia (MYReaders),null,null,2017,Malaysia,http://www.myreaders.org.my,null,null,null,null,null
SAHDAM CATERING,We provide catering services and hiring a high youth risk (social problem) to be part of our team by providing them on-job-training.,null,2012,Malaysia,http://sahdamcatering,null,null,null,null,null
The Tuyang Initiative,Inclusive and innovative Bornean cultural related products & services.,"A social enterprise whose focus is on economic and skill uplifting of rural indigenous communities of Borneo. 
""Tuyang"" means buddy in the Kenyah (Orang Ulu) language.",2017,Malaysia,http://www.thetuyang.com,null,null,null,null,null
Village Stay Enterprise,"Kampungstay Desa Murni  is a holiday destination located at Temerloh,Pahang,Malaysia",null,32767,Malaysia,"http://www,kampungstaydesamurni.com",Travel & Tourism,null,null,null,null
Brand Geeks Inc,null,Brading Consultant,null,Malaysia,http://www.brandgeeksinc.com,Consulting & Services,null,null,null,null
Carsome,Online dealer for new and used cars,"Headquartered in Malaysia, Carsome is Southeast Asiaâ€™s fastest growing online car-selling platform that connects customers to used car dealers nationwide. Carsomeâ€™s service facilitates the car-selling process from  inspection, valuation, bidding, payment and logistics, allowing customers to sell their cars within 24 hours â€“ convenient & fast!",2017,Malaysia,https://www.carsome.my,Logistic & Transportation,null,null,null,null
Cloud Mobiz,null,"Mobiz is mobile business forms & sales kit for SME, delivered as SaaS. It is currently available to early adopters as Beta.",2017,Malaysia,http://getmobiz.com,Information & Communication ,null,null,null,null
Girls in Tech (GIT),null,null,null,Malaysia,http://malaysia.girlsintech.org/,Education,Information & Communication ,null,null,null
Kinetix Technologies,null,"We focus on providing renewable energy and sustainability solutions integrating solar, small wind, energy storage and energy efficiency methodology. Our latest endeavor is integrating vertical farming solution with our current offering.",2009,Malaysia,http://kinetix.com.my,Environment,null,null,null,null
Nextwave Technology,null,App to buy and sell excess mobile data,2011,Malaysia,http://nextwave.my,Information & Communication ,null,null,null,null
Repark,null,"Contact drivers using license plate number to connect with driver via mobile, web and social platform .",null,Malaysia,https://vimeo.com/97942229,Logistic & Transportation,null,null,null,null
Splore,null,Social networking app to plan meet ups,2013,Malaysia,http://splory.my/,Social,null,null,null,null
The Residenz Solutions,null,SaaS modelled condo mgmt software and residents' lifestyle portal.,null,Malaysia,http://theresidenz.my,Real Estate,null,null,null,null
Xentral Methods,null,E-Book stores with reading app,2011,Malaysia,http://xentralmethods.com,Media and Entertainment,null,null,null,null
8spaces,null,Online marketplace for short term retail & commercial rentals,null,Malaysia,http://www.8spaces.co/work/,Real Estate,null,null,null,null
Asia Hired,null,Outsourcing & Contractual Staff,2015,Malaysia,http://asiahired.com,Consulting & Services,null,null,null,null
Bffsays,null,A one stop beauty review portal.,2015,Malaysia,http://bffsays.com,Lifestyle & Fashion,null,null,null,null
